"id","cnty_name","state_cd","cnty_cd","chronic_disease","avg_cost","population","cnty_pop","percent_pop","us_avg","cost_variance","std_dev","dif_from_dev","cost_flag"
"22069","NATCHITOCHES, LA","19","340","Depression","(null)","5","19","26.32","1807.25","9038009.13","3006.33","0","(null)"
"22071","ORLEANS, LA","19","350","Depression","1025","29","105","27.62","1807.25","9038009.13","3006.33","0","(null)"
"22073","OUACHITA, LA","19","360","Depression","910","23","70","32.86","1807.25","9038009.13","3006.33","0","(null)"
"22075","PLAQUEMINES, LA","19","370","Depression","(null)","1","7","14.29","1807.25","9038009.13","3006.33","0","(null)"
"22077","POINTE COUPEE, LA","19","380","Depression","(null)","4","10","40","1807.25","9038009.13","3006.33","0","(null)"
"22079","RAPIDES, LA","19","390","Depression","(null)","23","71","32.39","1807.25","9038009.13","3006.33","0","(null)"
"22081","RED RIVER, LA","19","400","Depression","(null)","1","6","16.67","1807.25","9038009.13","3006.33","0","(null)"
"22085","SABINE, LA","19","420","Depression","(null)","4","9","44.44","1807.25","9038009.13","3006.33","0","(null)"
"22087","ST. BERNARD, LA","19","430","Depression","(null)","3","12","25","1807.25","9038009.13","3006.33","0","(null)"
"22089","ST. CHARLES, LA","19","440","Depression","(null)","4","27","14.81","1807.25","9038009.13","3006.33","0","(null)"
"22093","ST. JAMES, LA","19","460","Depression","(null)","3","12","25","1807.25","9038009.13","3006.33","0","(null)"
"22095","ST. JOHN BAPTIST, LA","19","470","Depression","(null)","2","9","22.22","1807.25","9038009.13","3006.33","0","(null)"
"22097","ST. LANDRY, LA","19","480","Depression","(null)","5","37","13.51","1807.25","9038009.13","3006.33","0","(null)"
"22099","ST. MARTIN, LA","19","490","Depression","(null)","4","16","25","1807.25","9038009.13","3006.33","0","(null)"
"22101","ST. MARY, LA","19","500","Depression","(null)","4","25","16","1807.25","9038009.13","3006.33","0","(null)"
"22103","ST. TAMMANY, LA","19","510","Depression","(null)","15","96","15.63","1807.25","9038009.13","3006.33","0","(null)"
"22105","TANGIPAHOA, LA","19","520","Depression","2220","9","35","25.71","1807.25","9038009.13","3006.33","0","(null)"
"22107","TENSAS, LA","19","530","Depression","(null)","1","2","50","1807.25","9038009.13","3006.33","0","(null)"
"22109","TERREBONNE, LA","19","540","Depression","(null)","10","42","23.81","1807.25","9038009.13","3006.33","0","(null)"
"22111","UNION, LA","19","550","Depression","(null)","4","11","36.36","1807.25","9038009.13","3006.33","0","(null)"
"22113","VERMILION, LA","19","560","Depression","(null)","8","26","30.77","1807.25","9038009.13","3006.33","0","(null)"
"22115","VERNON, LA","19","570","Depression","(null)","2","11","18.18","1807.25","9038009.13","3006.33","0","(null)"
"22117","WASHINGTON, LA","19","580","Depression","(null)","4","11","36.36","1807.25","9038009.13","3006.33","0","(null)"
"22119","WEBSTER, LA","19","590","Depression","410","4","18","22.22","1807.25","9038009.13","3006.33","0","(null)"
"22121","W. BATON ROUGE, LA","19","600","Depression","(null)","2","10","20","1807.25","9038009.13","3006.33","0","(null)"
"22123","WEST CARROLL, LA","19","610","Depression","(null)","2","6","33.33","1807.25","9038009.13","3006.33","0","(null)"
"22127","WINN, LA","19","630","Depression","(null)","4","7","57.14","1807.25","9038009.13","3006.33","0","(null)"
"23001","ANDROSCOGGIN, ME","20","000","Depression","1040","16","49","32.65","1807.25","9038009.13","3006.33","0","(null)"
"23003","AROOSTOOK, ME","20","010","Depression","(null)","8","44","18.18","1807.25","9038009.13","3006.33","0","(null)"
"23005","CUMBERLAND, ME","20","020","Depression","1755","38","161","23.6","1807.25","9038009.13","3006.33","0","(null)"
"23007","FRANKLIN, ME","20","030","Depression","(null)","4","14","28.57","1807.25","9038009.13","3006.33","0","(null)"
"23009","HANCOCK, ME","20","040","Depression","2020","7","31","22.58","1807.25","9038009.13","3006.33","0","(null)"
"23011","KENNEBEC, ME","20","050","Depression","130","16","75","21.33","1807.25","9038009.13","3006.33","0","(null)"
"23013","KNOX, ME","20","060","Depression","(null)","12","32","37.5","1807.25","9038009.13","3006.33","0","(null)"
"23015","LINCOLN, ME","20","070","Depression","2300","10","23","43.48","1807.25","9038009.13","3006.33","0","(null)"
"23017","OXFORD, ME","20","080","Depression","(null)","13","37","35.14","1807.25","9038009.13","3006.33","0","(null)"
"23019","PENOBSCOT, ME","20","090","Depression","12628","20","74","27.03","1807.25","9038009.13","3006.33","7814.42","high"
"23021","PISCATAQUIS, ME","20","100","Depression","(null)","2","10","20","1807.25","9038009.13","3006.33","0","(null)"
"23023","SAGADAHOC, ME","20","110","Depression","(null)","6","23","26.09","1807.25","9038009.13","3006.33","0","(null)"
"23025","SOMERSET, ME","20","120","Depression","(null)","3","23","13.04","1807.25","9038009.13","3006.33","0","(null)"
"23027","WALDO, ME","20","130","Depression","(null)","4","20","20","1807.25","9038009.13","3006.33","0","(null)"
"23029","WASHINGTON, ME","20","140","Depression","6900","6","15","40","1807.25","9038009.13","3006.33","2086.42","high"
"23031","YORK, ME","20","150","Depression","(null)","24","95","25.26","1807.25","9038009.13","3006.33","0","(null)"
"24001","ALLEGANY, MD","21","000","Depression","(null)","12","44","27.27","1807.25","9038009.13","3006.33","0","(null)"
"24003","ANNE ARUNDEL, MD","21","010","Depression","2465","48","190","25.26","1807.25","9038009.13","3006.33","0","(null)"
"24005","BALTIMORE, MD","21","020","Depression","567.5","77","313","24.6","1807.25","9038009.13","3006.33","0","(null)"
"24510","BALTIMORE CITY, MD","21","030","Depression","(null)","59","218","27.06","1807.25","9038009.13","3006.33","0","(null)"
"24009","CALVERT, MD","21","040","Depression","3925","10","35","28.57","1807.25","9038009.13","3006.33","0","(null)"
"24011","CAROLINE, MD","21","050","Depression","(null)","6","10","60","1807.25","9038009.13","3006.33","0","(null)"
"24013","CARROLL, MD","21","060","Depression","(null)","16","60","26.67","1807.25","9038009.13","3006.33","0","(null)"
"24015","CECIL, MD","21","070","Depression","890","9","34","26.47","1807.25","9038009.13","3006.33","0","(null)"
"24017","CHARLES, MD","21","080","Depression","790","13","43","30.23","1807.25","9038009.13","3006.33","0","(null)"
"24019","DORCHESTER, MD","21","090","Depression","(null)","4","14","28.57","1807.25","9038009.13","3006.33","0","(null)"
"24021","FREDERICK, MD","21","100","Depression","3634","18","67","26.87","1807.25","9038009.13","3006.33","0","(null)"
"24023","GARRETT, MD","21","110","Depression","(null)","2","17","11.76","1807.25","9038009.13","3006.33","0","(null)"
"24025","HARFORD, MD","21","120","Depression","(null)","23","82","28.05","1807.25","9038009.13","3006.33","0","(null)"
"24027","HOWARD, MD","21","130","Depression","(null)","16","57","28.07","1807.25","9038009.13","3006.33","0","(null)"
"24029","KENT, MD","21","140","Depression","(null)","4","10","40","1807.25","9038009.13","3006.33","0","(null)"
"24031","MONTGOMERY, MD","21","150","Depression","1442.5","71","268","26.49","1807.25","9038009.13","3006.33","0","(null)"
"24033","PRINCE GEORGES, MD","21","160","Depression","1963.33","65","228","28.51","1807.25","9038009.13","3006.33","0","(null)"
"24035","QUEEN ANNES, MD","21","170","Depression","(null)","5","15","33.33","1807.25","9038009.13","3006.33","0","(null)"
"24037","ST. MARYS, MD","21","180","Depression","(null)","2","14","14.29","1807.25","9038009.13","3006.33","0","(null)"
"24039","SOMERSET, MD","21","190","Depression","(null)","2","12","16.67","1807.25","9038009.13","3006.33","0","(null)"
"24041","TALBOT, MD","21","200","Depression","(null)","11","32","34.38","1807.25","9038009.13","3006.33","0","(null)"
"24043","WASHINGTON, MD","21","210","Depression","(null)","14","52","26.92","1807.25","9038009.13","3006.33","0","(null)"
"24045","WICOMICO, MD","21","220","Depression","(null)","12","37","32.43","1807.25","9038009.13","3006.33","0","(null)"
"24047","WORCESTER, MD","21","230","Depression","(null)","9","32","28.13","1807.25","9038009.13","3006.33","0","(null)"
"25001","BARNSTABLE, MA","22","000","Depression","1962.5","27","119","22.69","1807.25","9038009.13","3006.33","0","(null)"
"25003","BERKSHIRE, MA","22","010","Depression","460","13","84","15.48","1807.25","9038009.13","3006.33","0","(null)"
"25005","BRISTOL, MA","22","020","Depression","725","65","241","26.97","1807.25","9038009.13","3006.33","0","(null)"
"25007","DUKES, MA","22","030","Depression","1950","2","10","20","1807.25","9038009.13","3006.33","0","(null)"
"25009","ESSEX, MA","22","040","Depression","1716.67","73","296","24.66","1807.25","9038009.13","3006.33","0","(null)"
"25011","FRANKLIN, MA","22","060","Depression","1840","7","28","25","1807.25","9038009.13","3006.33","0","(null)"
"25013","HAMPDEN, MA","22","070","Depression","2617.6","54","204","26.47","1807.25","9038009.13","3006.33","0","(null)"
"25015","HAMPSHIRE, MA","22","080","Depression","(null)","16","60","26.67","1807.25","9038009.13","3006.33","0","(null)"
"25017","MIDDLESEX, MA","22","090","Depression","2585.8","150","583","25.73","1807.25","9038009.13","3006.33","0","(null)"
"25021","NORFOLK, MA","22","130","Depression","(null)","55","235","23.4","1807.25","9038009.13","3006.33","0","(null)"
"25023","PLYMOUTH, MA","22","150","Depression","620","49","193","25.39","1807.25","9038009.13","3006.33","0","(null)"
"25025","SUFFOLK, MA","22","160","Depression","3080","65","209","31.1","1807.25","9038009.13","3006.33","0","(null)"
"25027","WORCESTER, MA","22","170","Depression","9004","86","311","27.65","1807.25","9038009.13","3006.33","4190.42","high"
"26001","ALCONA, MI","23","000","Depression","(null)","5","13","38.46","1807.25","9038009.13","3006.33","0","(null)"
"26003","ALGER, MI","23","010","Depression","(null)","1","6","16.67","1807.25","9038009.13","3006.33","0","(null)"
"26005","ALLEGAN, MI","23","020","Depression","(null)","6","30","20","1807.25","9038009.13","3006.33","0","(null)"
"26007","ALPENA, MI","23","030","Depression","940","4","14","28.57","1807.25","9038009.13","3006.33","0","(null)"
"26009","ANTRIM, MI","23","040","Depression","(null)","5","13","38.46","1807.25","9038009.13","3006.33","0","(null)"
"26011","ARENAC, MI","23","050","Depression","(null)","6","11","54.55","1807.25","9038009.13","3006.33","0","(null)"
"26013","BARAGA, MI","23","060","Depression","(null)","1","3","33.33","1807.25","9038009.13","3006.33","0","(null)"
"26015","BARRY, MI","23","070","Depression","(null)","4","17","23.53","1807.25","9038009.13","3006.33","0","(null)"
"26017","BAY, MI","23","080","Depression","1910","10","43","23.26","1807.25","9038009.13","3006.33","0","(null)"
"26019","BENZIE, MI","23","090","Depression","(null)","6","12","50","1807.25","9038009.13","3006.33","0","(null)"
"26021","BERRIEN, MI","23","100","Depression","190","31","78","39.74","1807.25","9038009.13","3006.33","0","(null)"
"26023","BRANCH, MI","23","110","Depression","280","5","20","25","1807.25","9038009.13","3006.33","0","(null)"
"26025","CALHOUN, MI","23","120","Depression","905","11","52","21.15","1807.25","9038009.13","3006.33","0","(null)"
"26027","CASS, MI","23","130","Depression","(null)","4","16","25","1807.25","9038009.13","3006.33","0","(null)"
"26029","CHARLEVOIX, MI","23","140","Depression","(null)","3","10","30","1807.25","9038009.13","3006.33","0","(null)"
"26033","CHIPPEWA, MI","23","160","Depression","(null)","6","19","31.58","1807.25","9038009.13","3006.33","0","(null)"
"26035","CLARE, MI","23","170","Depression","(null)","1","14","7.14","1807.25","9038009.13","3006.33","0","(null)"
"26037","CLINTON, MI","23","180","Depression","(null)","6","19","31.58","1807.25","9038009.13","3006.33","0","(null)"
"26041","DELTA, MI","23","200","Depression","(null)","3","21","14.29","1807.25","9038009.13","3006.33","0","(null)"
"26043","DICKINSON, MI","23","210","Depression","320","4","20","20","1807.25","9038009.13","3006.33","0","(null)"
"26045","EATON, MI","23","220","Depression","(null)","7","26","26.92","1807.25","9038009.13","3006.33","0","(null)"
"26047","EMMET, MI","23","230","Depression","(null)","1","12","8.33","1807.25","9038009.13","3006.33","0","(null)"
"26049","GENESEE, MI","23","240","Depression","570","40","167","23.95","1807.25","9038009.13","3006.33","0","(null)"
"26051","GLADWIN, MI","23","250","Depression","(null)","4","20","20","1807.25","9038009.13","3006.33","0","(null)"
"26053","GOGEBIC, MI","23","260","Depression","(null)","5","9","55.56","1807.25","9038009.13","3006.33","0","(null)"
"26055","GRAND TRAVERSE, MI","23","270","Depression","2330","11","42","26.19","1807.25","9038009.13","3006.33","0","(null)"
"26057","GRATIOT, MI","23","280","Depression","(null)","6","17","35.29","1807.25","9038009.13","3006.33","0","(null)"
"26059","HILLSDALE, MI","23","290","Depression","(null)","4","14","28.57","1807.25","9038009.13","3006.33","0","(null)"
"26061","HOUGHTON, MI","23","300","Depression","(null)","7","17","41.18","1807.25","9038009.13","3006.33","0","(null)"
"26063","HURON, MI","23","310","Depression","(null)","7","26","26.92","1807.25","9038009.13","3006.33","0","(null)"
"26065","INGHAM, MI","23","320","Depression","(null)","32","98","32.65","1807.25","9038009.13","3006.33","0","(null)"
"26067","IONIA, MI","23","330","Depression","2780","5","19","26.32","1807.25","9038009.13","3006.33","0","(null)"
"26069","IOSCO, MI","23","340","Depression","(null)","2","23","8.7","1807.25","9038009.13","3006.33","0","(null)"
"26071","IRON, MI","23","350","Depression","(null)","3","9","33.33","1807.25","9038009.13","3006.33","0","(null)"
"26073","ISABELLA, MI","23","360","Depression","1100","5","23","21.74","1807.25","9038009.13","3006.33","0","(null)"
"26075","JACKSON, MI","23","370","Depression","(null)","10","64","15.63","1807.25","9038009.13","3006.33","0","(null)"
"26077","KALAMAZOO, MI","23","380","Depression","(null)","24","107","22.43","1807.25","9038009.13","3006.33","0","(null)"
"26079","KALKASKA, MI","23","390","Depression","480","3","4","75","1807.25","9038009.13","3006.33","0","(null)"
"26081","KENT, MI","23","400","Depression","903.33","33","195","16.92","1807.25","9038009.13","3006.33","0","(null)"
"26085","LAKE, MI","23","420","Depression","310","3","8","37.5","1807.25","9038009.13","3006.33","0","(null)"
"26087","LAPEER, MI","23","430","Depression","1990","7","34","20.59","1807.25","9038009.13","3006.33","0","(null)"
"26089","LEELANAU, MI","23","440","Depression","(null)","7","11","63.64","1807.25","9038009.13","3006.33","0","(null)"
"26091","LENAWEE, MI","23","450","Depression","(null)","14","46","30.43","1807.25","9038009.13","3006.33","0","(null)"
"26093","LIVINGSTON, MI","23","460","Depression","(null)","11","44","25","1807.25","9038009.13","3006.33","0","(null)"
"26095","LUCE, MI","23","470","Depression","(null)","1","3","33.33","1807.25","9038009.13","3006.33","0","(null)"
"26097","MACKINAC, MI","23","480","Depression","(null)","2","11","18.18","1807.25","9038009.13","3006.33","0","(null)"
"26099","MACOMB, MI","23","490","Depression","1082","92","319","28.84","1807.25","9038009.13","3006.33","0","(null)"
"26101","MANISTEE, MI","23","500","Depression","(null)","4","12","33.33","1807.25","9038009.13","3006.33","0","(null)"
"26103","MARQUETTE, MI","23","510","Depression","(null)","10","23","43.48","1807.25","9038009.13","3006.33","0","(null)"
"26105","MASON, MI","23","520","Depression","(null)","8","17","47.06","1807.25","9038009.13","3006.33","0","(null)"
"26107","MECOSTA, MI","23","530","Depression","(null)","2","15","13.33","1807.25","9038009.13","3006.33","0","(null)"
"26109","MENOMINEE, MI","23","540","Depression","(null)","1","9","11.11","1807.25","9038009.13","3006.33","0","(null)"
"26111","MIDLAND, MI","23","550","Depression","2780","6","25","24","1807.25","9038009.13","3006.33","0","(null)"
"26113","MISSAUKEE, MI","23","560","Depression","(null)","4","10","40","1807.25","9038009.13","3006.33","0","(null)"
"26115","MONROE, MI","23","570","Depression","(null)","21","59","35.59","1807.25","9038009.13","3006.33","0","(null)"
"26117","MONTCALM, MI","23","580","Depression","(null)","6","20","30","1807.25","9038009.13","3006.33","0","(null)"
"26119","MONTMORENCY, MI","23","590","Depression","(null)","3","14","21.43","1807.25","9038009.13","3006.33","0","(null)"
"26121","MUSKEGON, MI","23","600","Depression","730","19","75","25.33","1807.25","9038009.13","3006.33","0","(null)"
"26123","NEWAYGO, MI","23","610","Depression","(null)","10","21","47.62","1807.25","9038009.13","3006.33","0","(null)"
"26125","OAKLAND, MI","23","620","Depression","2798","115","454","25.33","1807.25","9038009.13","3006.33","0","(null)"
"26127","OCEANA, MI","23","630","Depression","120","7","22","31.82","1807.25","9038009.13","3006.33","0","(null)"
"26129","OGEMAW, MI","23","640","Depression","(null)","3","12","25","1807.25","9038009.13","3006.33","0","(null)"
"26131","ONTONAGON, MI","23","650","Depression","(null)","1","3","33.33","1807.25","9038009.13","3006.33","0","(null)"
"26133","OSCEOLA, MI","23","660","Depression","(null)","4","12","33.33","1807.25","9038009.13","3006.33","0","(null)"
"26137","OTSEGO, MI","23","680","Depression","(null)","2","7","28.57","1807.25","9038009.13","3006.33","0","(null)"
"26139","OTTAWA, MI","23","690","Depression","3575","14","71","19.72","1807.25","9038009.13","3006.33","0","(null)"
"26141","PRESQUE ISLE, MI","23","700","Depression","(null)","2","9","22.22","1807.25","9038009.13","3006.33","0","(null)"
"26143","ROSCOMMON, MI","23","710","Depression","(null)","1","19","5.26","1807.25","9038009.13","3006.33","0","(null)"
"26145","SAGINAW, MI","23","720","Depression","590","20","103","19.42","1807.25","9038009.13","3006.33","0","(null)"
"26147","ST. CLAIR, MI","23","730","Depression","(null)","15","64","23.44","1807.25","9038009.13","3006.33","0","(null)"
"26149","ST. JOSEPH, MI","23","740","Depression","1000","8","25","32","1807.25","9038009.13","3006.33","0","(null)"
"26151","SANILAC, MI","23","750","Depression","(null)","2","20","10","1807.25","9038009.13","3006.33","0","(null)"
"26153","SCHOOLCRAFT, MI","23","760","Depression","(null)","1","6","16.67","1807.25","9038009.13","3006.33","0","(null)"
"26155","SHIAWASSEE, MI","23","770","Depression","(null)","8","20","40","1807.25","9038009.13","3006.33","0","(null)"
"26157","TUSCOLA, MI","23","780","Depression","(null)","5","20","25","1807.25","9038009.13","3006.33","0","(null)"
"26159","VAN BUREN, MI","23","790","Depression","1570","11","34","32.35","1807.25","9038009.13","3006.33","0","(null)"
"26161","WASHTENAW, MI","23","800","Depression","(null)","14","82","17.07","1807.25","9038009.13","3006.33","0","(null)"
"26163","WAYNE, MI","23","810","Depression","957.27","222","690","32.17","1807.25","9038009.13","3006.33","0","(null)"
"26165","WEXFORD, MI","23","830","Depression","1170","9","19","47.37","1807.25","9038009.13","3006.33","0","(null)"
"27001","AITKIN, MN","24","000","Depression","(null)","3","13","23.08","1807.25","9038009.13","3006.33","0","(null)"
"27003","ANOKA, MN","24","010","Depression","(null)","14","75","18.67","1807.25","9038009.13","3006.33","0","(null)"
"27005","BECKER, MN","24","020","Depression","370","3","10","30","1807.25","9038009.13","3006.33","0","(null)"
"27007","BELTRAMI, MN","24","030","Depression","2910","5","20","25","1807.25","9038009.13","3006.33","0","(null)"
"27013","BLUE EARTH, MN","24","060","Depression","(null)","4","17","23.53","1807.25","9038009.13","3006.33","0","(null)"
"27017","CARLTON, MN","24","080","Depression","(null)","4","19","21.05","1807.25","9038009.13","3006.33","0","(null)"
"27019","CARVER, MN","24","090","Depression","(null)","8","22","36.36","1807.25","9038009.13","3006.33","0","(null)"
"27021","CASS, MN","24","100","Depression","280","3","20","15","1807.25","9038009.13","3006.33","0","(null)"
"27023","CHIPPEWA, MN","24","110","Depression","(null)","2","10","20","1807.25","9038009.13","3006.33","0","(null)"
"27025","CHISAGO, MN","24","120","Depression","(null)","4","22","18.18","1807.25","9038009.13","3006.33","0","(null)"
"27027","CLAY, MN","24","130","Depression","(null)","2","21","9.52","1807.25","9038009.13","3006.33","0","(null)"
"27031","COOK, MN","24","150","Depression","(null)","1","1","100","1807.25","9038009.13","3006.33","0","(null)"
"27035","CROW WING, MN","24","170","Depression","3220","10","34","29.41","1807.25","9038009.13","3006.33","0","(null)"
"27037","DAKOTA, MN","24","180","Depression","750","21","102","20.59","1807.25","9038009.13","3006.33","0","(null)"
"27039","DODGE, MN","24","190","Depression","(null)","2","5","40","1807.25","9038009.13","3006.33","0","(null)"
"27041","DOUGLAS, MN","24","200","Depression","(null)","5","16","31.25","1807.25","9038009.13","3006.33","0","(null)"
"27043","FARIBAULT, MN","24","210","Depression","(null)","2","14","14.29","1807.25","9038009.13","3006.33","0","(null)"
"27045","FILLMORE, MN","24","220","Depression","(null)","4","16","25","1807.25","9038009.13","3006.33","0","(null)"
"27047","FREEBORN, MN","24","230","Depression","(null)","8","12","66.67","1807.25","9038009.13","3006.33","0","(null)"
"27049","GOODHUE, MN","24","240","Depression","(null)","3","20","15","1807.25","9038009.13","3006.33","0","(null)"
"27051","GRANT, MN","24","250","Depression","(null)","1","5","20","1807.25","9038009.13","3006.33","0","(null)"
"27053","HENNEPIN, MN","24","260","Depression","1706","79","366","21.58","1807.25","9038009.13","3006.33","0","(null)"
"27055","HOUSTON, MN","24","270","Depression","(null)","1","12","8.33","1807.25","9038009.13","3006.33","0","(null)"
"27057","HUBBARD, MN","24","280","Depression","(null)","1","10","10","1807.25","9038009.13","3006.33","0","(null)"
"27059","ISANTI, MN","24","290","Depression","2600","5","15","33.33","1807.25","9038009.13","3006.33","0","(null)"
"27061","ITASCA, MN","24","300","Depression","920","8","19","42.11","1807.25","9038009.13","3006.33","0","(null)"
"27065","KANABEC, MN","24","320","Depression","(null)","3","8","37.5","1807.25","9038009.13","3006.33","0","(null)"
"27067","KANDIYOHI, MN","24","330","Depression","770","7","22","31.82","1807.25","9038009.13","3006.33","0","(null)"
"27071","KOOCHICHING, MN","24","350","Depression","(null)","1","3","33.33","1807.25","9038009.13","3006.33","0","(null)"
"27073","LAC QUI PARLE, MN","24","360","Depression","(null)","1","5","20","1807.25","9038009.13","3006.33","0","(null)"
"27075","LAKE, MN","24","370","Depression","3000","3","7","42.86","1807.25","9038009.13","3006.33","0","(null)"
"27079","LE SUEUR, MN","24","390","Depression","(null)","2","10","20","1807.25","9038009.13","3006.33","0","(null)"
"27081","LINCOLN, MN","24","400","Depression","(null)","2","6","33.33","1807.25","9038009.13","3006.33","0","(null)"
"27083","LYON, MN","24","410","Depression","(null)","2","8","25","1807.25","9038009.13","3006.33","0","(null)"
"27085","MC LEOD, MN","24","420","Depression","(null)","1","12","8.33","1807.25","9038009.13","3006.33","0","(null)"
"27089","MARSHALL, MN","24","440","Depression","(null)","1","8","12.5","1807.25","9038009.13","3006.33","0","(null)"
"27091","MARTIN, MN","24","450","Depression","260","7","12","58.33","1807.25","9038009.13","3006.33","0","(null)"
"27093","MEEKER, MN","24","460","Depression","(null)","1","8","12.5","1807.25","9038009.13","3006.33","0","(null)"
"27095","MILLE LACS, MN","24","470","Depression","(null)","5","19","26.32","1807.25","9038009.13","3006.33","0","(null)"
"27097","MORRISON, MN","24","480","Depression","2700","3","17","17.65","1807.25","9038009.13","3006.33","0","(null)"
"27099","MOWER, MN","24","490","Depression","3013.33","5","16","31.25","1807.25","9038009.13","3006.33","0","(null)"
"27103","NICOLLET, MN","24","510","Depression","(null)","1","5","20","1807.25","9038009.13","3006.33","0","(null)"
"27107","NORMAN, MN","24","530","Depression","(null)","2","3","66.67","1807.25","9038009.13","3006.33","0","(null)"
"27109","OLMSTED, MN","24","540","Depression","(null)","8","46","17.39","1807.25","9038009.13","3006.33","0","(null)"
"27111","OTTER TAIL, MN","24","550","Depression","(null)","8","27","29.63","1807.25","9038009.13","3006.33","0","(null)"
"27115","PINE, MN","24","570","Depression","(null)","7","14","50","1807.25","9038009.13","3006.33","0","(null)"
"27117","PIPESTONE, MN","24","580","Depression","(null)","1","2","50","1807.25","9038009.13","3006.33","0","(null)"
"27119","POLK, MN","24","590","Depression","(null)","2","9","22.22","1807.25","9038009.13","3006.33","0","(null)"
"27121","POPE, MN","24","600","Depression","(null)","1","3","33.33","1807.25","9038009.13","3006.33","0","(null)"
"27123","RAMSEY, MN","24","610","Depression","740","57","211","27.01","1807.25","9038009.13","3006.33","0","(null)"
"27127","REDWOOD, MN","24","630","Depression","(null)","2","10","20","1807.25","9038009.13","3006.33","0","(null)"
"27131","RICE, MN","24","650","Depression","(null)","3","21","14.29","1807.25","9038009.13","3006.33","0","(null)"
"27133","ROCK, MN","24","660","Depression","(null)","2","4","50","1807.25","9038009.13","3006.33","0","(null)"
"27137","ST. LOUIS, MN","24","680","Depression","2229.5","29","90","32.22","1807.25","9038009.13","3006.33","0","(null)"
"27139","SCOTT, MN","24","690","Depression","(null)","5","21","23.81","1807.25","9038009.13","3006.33","0","(null)"
"27141","SHERBURNE, MN","24","700","Depression","(null)","5","24","20.83","1807.25","9038009.13","3006.33","0","(null)"
"27143","SIBLEY, MN","24","710","Depression","4500","2","5","40","1807.25","9038009.13","3006.33","0","(null)"
"27145","STEARNS, MN","24","720","Depression","450","6","46","13.04","1807.25","9038009.13","3006.33","0","(null)"
"27147","STEELE, MN","24","730","Depression","2970","4","12","33.33","1807.25","9038009.13","3006.33","0","(null)"
"27149","STEVENS, MN","24","740","Depression","(null)","1","3","33.33","1807.25","9038009.13","3006.33","0","(null)"
"27151","SWIFT, MN","24","750","Depression","(null)","3","9","33.33","1807.25","9038009.13","3006.33","0","(null)"
"27153","TODD, MN","24","760","Depression","(null)","2","8","25","1807.25","9038009.13","3006.33","0","(null)"
"27155","TRAVERSE, MN","24","770","Depression","(null)","1","3","33.33","1807.25","9038009.13","3006.33","0","(null)"
"27159","WADENA, MN","24","790","Depression","(null)","4","8","50","1807.25","9038009.13","3006.33","0","(null)"
"27163","WASHINGTON, MN","24","810","Depression","(null)","15","45","33.33","1807.25","9038009.13","3006.33","0","(null)"
"27169","WINONA, MN","24","840","Depression","(null)","4","17","23.53","1807.25","9038009.13","3006.33","0","(null)"
"27171","WRIGHT, MN","24","850","Depression","(null)","7","27","25.93","1807.25","9038009.13","3006.33","0","(null)"
"28001","ADAMS, MS","25","000","Depression","(null)","5","21","23.81","1807.25","9038009.13","3006.33","0","(null)"
"28003","ALCORN, MS","25","010","Depression","(null)","5","21","23.81","1807.25","9038009.13","3006.33","0","(null)"
"28005","AMITE, MS","25","020","Depression","(null)","2","7","28.57","1807.25","9038009.13","3006.33","0","(null)"
"28007","ATTALA, MS","25","030","Depression","(null)","1","9","11.11","1807.25","9038009.13","3006.33","0","(null)"
"28009","BENTON, MS","25","040","Depression","(null)","1","4","25","1807.25","9038009.13","3006.33","0","(null)"
"28011","BOLIVAR, MS","25","050","Depression","(null)","4","18","22.22","1807.25","9038009.13","3006.33","0","(null)"
"28013","CALHOUN, MS","25","060","Depression","(null)","3","9","33.33","1807.25","9038009.13","3006.33","0","(null)"
"28015","CARROLL, MS","25","070","Depression","(null)","2","8","25","1807.25","9038009.13","3006.33","0","(null)"
"28017","CHICKASAW, MS","25","080","Depression","(null)","4","9","44.44","1807.25","9038009.13","3006.33","0","(null)"
"28021","CLAIBORNE, MS","25","100","Depression","(null)","1","3","33.33","1807.25","9038009.13","3006.33","0","(null)"
"28023","CLARKE, MS","25","110","Depression","(null)","2","7","28.57","1807.25","9038009.13","3006.33","0","(null)"
"28025","CLAY, MS","25","120","Depression","200","1","8","12.5","1807.25","9038009.13","3006.33","0","(null)"
"28027","COAHOMA, MS","25","130","Depression","(null)","1","13","7.69","1807.25","9038009.13","3006.33","0","(null)"
"28029","COPIAH, MS","25","140","Depression","(null)","3","14","21.43","1807.25","9038009.13","3006.33","0","(null)"
"28031","COVINGTON, MS","25","150","Depression","(null)","1","6","16.67","1807.25","9038009.13","3006.33","0","(null)"
"28033","DE SOTO, MS","25","160","Depression","880","17","58","29.31","1807.25","9038009.13","3006.33","0","(null)"
"28035","FORREST, MS","25","170","Depression","2750","11","45","24.44","1807.25","9038009.13","3006.33","0","(null)"
"28037","FRANKLIN, MS","25","180","Depression","(null)","2","4","50","1807.25","9038009.13","3006.33","0","(null)"
"28039","GEORGE, MS","25","190","Depression","(null)","4","15","26.67","1807.25","9038009.13","3006.33","0","(null)"
"28043","GRENADA, MS","25","210","Depression","(null)","4","13","30.77","1807.25","9038009.13","3006.33","0","(null)"
"28045","HANCOCK, MS","25","220","Depression","(null)","8","20","40","1807.25","9038009.13","3006.33","0","(null)"
